,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
623,"8401 International Drive, Suite 100, Orlando, FL 32819-9300","Roll out the red carpet, Orlando! Madame Tussauds, the worlds most famous celebrity wax attraction and No. 1 wax brand in the world, provides visitors with the ultimate fame experience and its signature red carpet treatment. Get ready to experience the essence of America with this brand new, immersive and interactive wax experience, bursting with family fun and world-class entertainment.",0,,-81.4686231,28.4431709,1-2 hours ,Madame Tussauds Orlando,+1 866-630-8315,37,4.5,1467,412,USA,CT,8.980582524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,383,193,21,13,79,4.309768638,0.125845238,0.367857143,1,0,0.093019841,0.326190476,1,0,0.042490744,0.342514881,0.65,-0.2234375,0.017807839,0.629015023,0.829166667,0.354166667,0.204545455,0.456818182
624,"135 Meeting St, Charleston, SC 29401-2217","The Gibbes Museum enhances lives through art by engaging people of every background and experience with art and artists of enduring quality, by collecting and preserving art that touches Charleston, and by providing opportunities to learn, to discover, to enjoy, and to be inspired by the creative process. Recognized among the oldest arts organizations in the United States, the Gibbes has played a significant role in shaping the careers of American artists for over a century. The Museum connects the city and region's artistic past to a vibrant contemporary art scene.",1,,-79.9316572,32.7785154,1-2 hours ,Gibbes Museum of Art,8437222706,75,4,101,219,USA,OK,34.24657534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,36,8,3,14,4.17,0.108272843,0.374886364,1,0,0.157396746,0.462954545,1,0,0.018175095,0.340711687,0.625,0,0.01682659,0.54039472,0.742857143,0.25,0.232407407,0.536111111
625,"12593 Donner Pass Rd, Truckee, CA 96161-3858",This museum documents the fascinating and tragic history of the Donner Party's journey to the west coast.,0,,-120.232134,39.3241405,,Donner Memorial State Park and Emigrant Trail Museum,+1 530 582 7892,1,4.5,302,49,USA,FL,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,110,13,2,34,4.311036789,0.110506198,0.497727273,1,0,0.094369835,0.597727273,1,0,0.034388829,0.336869835,0.616666667,-0.033333333,0.015661821,0.587269338,0.791666667,0.3,-0.025,0.8
626,"225 W 2nd St, Davenport, IA 52801-1804",,0,,-90.5763225,41.5207614,,Figge Art Museum,563-326-7804,1,4.5,177,35,USA,TN,2.857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,20,8,22,4.508474576,0.141564063,0.36625,0.9375,-0.125,0.1266,0.43,0.9,0,0.041835381,0.386289519,0.85,-0.004166667,0.014238399,0.535545389,0.766666667,0.316666667,,
627,"1 Museum Dr, Roslyn, NY 11576-1138",,0,,-73.6417762,40.8082449,,Nassau County Museum of Art,516-484-9337,1,4.5,84,4,USA,FL,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,8,1,20,4.511904762,0.120718334,0.280492424,1,0,0.14731405,0.336363636,1,0,0.0235511,0.391479358,0.675,0.16,0.03618533,0.595516044,0.866666667,0.35,,
628,"5400 1st Ave, Kenosha, WI 53140-6508","The accredited Civil War Museum opened in 2008 on Kenosha Wisconsins scenic lakefront campus. 57,000 Sq Ft covers American Civil War history like no other, offering the enthusiast a chance to learn about the contributions of the Upper Middle West. Already acclaimed for their permanent exhibit featuring life-scale, interactive exhibits, and audio and video technology.",0,,-87.8132489,42.5871099,,Civil War Museum,262-653-4141,1,4.5,147,27,USA,CA,3.703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,13,3,26,4.602739726,0.090909896,0.300833333,0.8,-0.166666667,0.0829,0.423333333,0.75,0,0.018666818,0.299672343,0.5,0.053240741,0.019363418,0.556589231,0.875,0.372222222,0.015625,0.09375
629,"901 W Pratt St, Baltimore, MD 21223-2699","Located at the site of the oldest railroad station in America, this museum traces the development of trains and features a huge collection of railroad memorabilia, a model railroad and an operating replica of the very first locomotive, The Tom Thumb, which was built here.",4,,-76.6327453,39.2854217,,Baltimore and Ohio Railroad Museum,+1 410-752-2490,8,4.5,555,213,USA,NC,3.755868545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,121,33,22,65,4.52293578,0.108541563,0.35334596,0.8,-0.056944444,0.133281372,0.442709235,1,0,0.018585385,0.358311688,0.55,0.155,0.005249179,0.455260943,0.615,0.3,0.3625,0.666666667
630,"4428 Rice St, Lihue, Kauai, HI 96766-1338",,0,,-159.3681801,21.9750351,,Kauai Museum,808 245 6931,8,4,320,50,USA,AZ,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,153,13,1,24,4.215434084,0.151349408,0.379230769,0.8,-0.25,0.113668639,0.519230769,1,0,0.025534979,0.383035632,0.6875,0.166666667,0.016507379,0.600743474,0.861111111,0.466666667,,
631,"500 W US Highway 24, Delaware Street, Independence, MO 64050-2481",,0,,-94.4235849,39.0980054,,Harry S. Truman Library and Museum,816-268-8200,1,5,896,39,USA,WV,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,321,64,18,108,4.817264574,0.149607781,0.408928571,1,0,0.15700574,0.426785714,1,0,0.035413463,0.288878066,0.641666667,-0.069444444,0.008651173,0.553548882,0.74375,0.430952381,,
632,"1346 Bluff St, Muskegon, MI 49441-1089",,0,,-86.3350162,43.2287572,,USS Silversides Submarine Museum,231-755-1230,2,4.5,181,38,USA,AL,5.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,46,7,4,17,4.572222222,0.124305556,0.283333333,0.8,0,0.175607639,0.404166667,1,0,0.026369207,0.236167929,0.5,-0.075,0.022908092,0.500227273,0.675,0.175,,
633,"601 Turner Blvd, Savannah, GA 31401-2201","The SCAD Museum of Art was founded in 2002 as part of the Savannah College of Art and Design in Savannah, Georgia. The museum's collection of more than 4,500 pieces includes works of haute couture, drawings, painting, sculpture, photography, prints and more. The SCAD Museum of Art is a teaching museum, serving Savannah College of Art and Design students and as well as members of the community and other visitors. A focal point is the Walter O. Evans Center for African American Studies, a multidisciplinary center for the study, understanding and appreciation of African American culture, art and literature. It is complemented by the Andr Leon Talley Gallery, named for the Vogue contributing editor and SCAD Board of Trustees member.The museum also features a 250-seat theater, a terrace and outdoor projection screen, a conservation studio, a museum caf, as well as a 12-foot-long orientation touch table. An 86-foot tall steel and glass lantern welcomes visitors and elegantly redefines the Savannah city skyline.",1,,-81.0992466,32.0775533,,SCAD Museum of Art,912.525.7191,48,4.5,145,202,USA,CA,23.76237624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,9,2,25,4.305555556,0.049932002,0.26875,0.8,0,0.063638479,0.329513889,0.75,0,0.026460944,0.341868687,0.8,0.2,0.025818462,0.552783189,0.858333333,0.316666667,0.1175,0.2575
634,"401 Kentucky St Ste B, Bowling Green, KY 42101-1260",,0,,-86.4382464,37.0001758,,Historic Railpark and Train Museum,270 745 7317,6,4.5,145,42,USA,FL,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,46,12,1,11,4.423611111,0.124380305,0.288194444,1,-0.15,0.149187886,0.376388889,1,0,0.023912434,0.360503968,0.7125,0.065,0.015853932,0.554641902,0.8,0.361666667,,
635,"4801 Dreher Trl N, West Palm Beach, FL 33405-3017","The South Florida Science Center and Aquarium (former South Florida Science Museum) provides curious minds of all ages with an entertaining and educational journey through science and technology. The Science Center features more than 50 hands-on exhibits, a digital planetarium, freshwater and saltwater aquariums, as well as natural history exhibitions. Established in 1961, the South Florida Science Center and Aquarium is a non-profit institution dedicated to its mission; ""Open Every Mind to Science"".",0,,-80.0695463,26.669274,,South Florida Science Center and Aquarium,+1 561-832-1988,25,3.5,211,91,USA,OH,27.47252747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,25,7,3,15,3.686567164,0.12485192,0.364697802,1,-0.125,0.110433673,0.442857143,1,0,0.006990103,0.270411175,0.392272727,0.1,0.018719887,0.514548449,0.790972222,0.233333333,0.086363636,0.331818182
636,"599 Oak Creek Drive, Lincoln, NE 68528",,0,,-96.7249635,40.8183385,More than 3 hours ,Museum of American Speed,402-323-3166,6,5,168,60,USA,NC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,20,10,51,4.790419162,0.116291322,0.311363636,1,0,0.152892562,0.572727273,1,0,0.02421797,0.26621968,0.54,-0.021785714,0.02057121,0.590152145,1,0.4,,
637,"9603 Woods Dr, Skokie, IL 60077-1095","Designed by renowned architect Stanley Tigerman, the Illinois Holocaust Museum & Education Center is one of Chicagoland's premier attractions. The Museum uses lessons from the Holocaust to focus attention on contemporary issues of genocide, intolerance, and inhumanity at home and worldwide.",0,,-87.7607442,42.0565027,2-3 hours ,Illinois Holocaust Museum & Education Center,+1 847-967-4800,1,4.5,138,13,USA,IN,7.692307692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,14,8,26,4.746376812,0.104917355,0.509090909,1,0,0.130206612,0.695454545,1,0,0.015226184,0.241617145,0.45,0.070833333,0.022850812,0.553953797,0.8,0.3,0.033333333,0.133333333
638,"900 Las Vegas Blvd N, Las Vegas, NV 89101-1112",This museum has exhibits ranging from dinosaurs to Nevada wildlife to a live shark exhibit.,1,,-115.1337475,36.1798636,,Las Vegas Natural History Museum,702-384-3466,142,4,140,447,USA,GA,31.76733781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,11,2,6,4,0.106538462,0.3,1,0,0.101301775,0.290384615,1,0,0.031205605,0.232625661,0.475,-0.15,0.020025043,0.558314093,0.775,0.35,0.136363636,0.5
639,"2634 Main St, Olympic Center, Lake Placid, NY 12946-3648","Make the Lake Placid Olympic Museum your first stop on a tour of America's Olympic hometown and be inspired by the stories of the Winter Games. Located in the same building as the 1980 ""Miracle on Ice"" hockey game, the excitement of the Olympics lives on daily through displays and exhibits that visitors of all ages enjoy.",0,,-73.9798713,44.2794911,,Lake Placid Olympic Museum,+1 518-302-5326,5,4,467,45,USA,KS,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,172,13,6,44,3.988764045,0.056414063,0.26875,0.6,0,0.095525,0.335,1,0,0.028699131,0.064928451,0.358333333,-0.2,0.016547015,0.399104137,0.540740741,0.1,-0.008333333,0.343055556
640,"1 Hoffman Mill Rd, Chadds Ford, PA 19317-9773","Discover an outstanding collection of American art, including works by N.C., Andrew and Jamie Wyeth, housed in a historic grist mill with glass-walled lobbies overlooking the scenic Brandywine. During the holiday season, experience the extensive O-gauge model train display, one of the largest in the country, with five trains running simultaneously on nearly 2,000 feet of track. Enjoy guided tours of the Andrew Wyeth Studio, the N.C. Wyeth House and Studio and Kuerner Farm (April to mid-November). Museum shop and cafe.",0,,-75.5933162,39.8701845,2-3 hours ,Brandywine River Museum of Art,+1 610-388-2700,1,4.5,508,11,USA,HI,9.090909091,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,187,20,4,104,4.661386139,0.203972124,0.484494949,1,-0.25,0.090106404,0.710277778,1,0.1,0.018179488,0.259276196,0.533333333,0.05,0.009027822,0.475765673,0.666666667,0.271190476,0.166666667,0.351388889
641,"1600 Gendy St, Fort Worth, TX 76107-4062","Entertaining, interactive exhibits to inspire appreciation for science and history in visitors of all ages.",0,,-97.3691391,32.744201,,Fort Worth Museum of Science & History,817 255 9300,17,4,340,145,USA,AR,11.72413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,40,8,7,18,3.841791045,0.10650625,0.5325,1,0,0.103725,0.505,1,0,0.022249617,0.341369048,0.65,0.098214286,0.010558413,0.517532468,0.65,0.291666667,0.5,0.7
